Year	Interactions	Transitivity	CPL	Assortativity
1999.0	0.0	0.0	0.0	0.0
1999.15	190.44000000048254	1.5779956559165698e-05	0.022500000000029274	6.794423470493551e-08
1999.3000000000002	507.84000000020023	4.2079884157775194e-05	0.06000000000007333	1.8118462587982803e-07
1999.4500000000003	952.2000000007974	7.889978279584237e-05	0.11250000000013571	3.3972117352456914e-07
1999.6000000000004	1523.5200000019279	0.00012623965247325896	0.1800000000002143	5.435538776397443e-07
1999.7500000000005	2221.800000002142	0.00018409949319015315	0.2625000000003155	7.926827382246452e-07
1999.9000000000005	3047.0400000031304	0.0002524793049465005	0.3600000000004359	1.087107755279216e-06
2000.0500000000006	3895.0975000027393	0.00031198762192558016	0.43558593750010743	1.2847989500012601e-06
2000.2000000000007	4596.246913583173	0.00033622553369347076	0.44555555555547877	1.2473755257605991e-06
2000.3500000000008	5218.593600003491	0.0003418429740353002	0.42659999999982007	1.1387097638829168e-06
2000.500000000001	4544.86560000258	0.0002449499650471476	0.2780999999997391	7.306796950922248e-07
2000.650000000001	3842.08000000217	0.00015650408955225625	0.16312499999978627	5.309039400736362e-07
2000.800000000001	3172.6464000012725	8.582678002958255e-05	0.09652499999991733	5.833673806267085e-07
2000.9500000000012	2588.5200000013224	3.762267491025373e-05	0.08100000000009118	8.700337459092295e-07
2001.1000000000013	2099.1376000014134	1.1668713310866719e-05	0.08099999999997749	3.769446073361056e-06
2001.2500000000014	1731.7776000007987	2.661008827212208e-06	0.0809999999999718	1.388358565906668e-05
2001.4000000000015	1518.6960000010672	2.5873412117377592e-06	0.08100000000008549	3.319148613827143e-05
2001.5500000000015	1410.393600000767	3.4421866677653013e-06	0.09652500000049713	6.186024973739261e-05
2001.7000000000016	1297.4400000004098	6.0778520825977015e-06	0.16312500000100272	9.926086632713084e-05
2001.8500000000017	1189.1664000004996	1.0373546997524685e-05	0.27810000000150126	0.00014272055112192657
2002.0000000000018	1094.1264000000433	1.5790376312718735e-05	0.4266000000018778	0.00018794787995177962
2002.150000000002	983.0888999994844	2.9181178298262612e-05	0.5816250000019977	0.00016175616637939435
2002.300000000002	874.728899999382	5.089020001243505e-05	0.7040250000017239	0.0001596715968579597
2002.450000000002	784.3463999996893	7.854719453292691e-05	0.7425000000008822	0.0002544524670376979
2002.6000000000022	697.8599999994971	0.00011235539158533092	0.7425000000008766	0.0005019909573573042
2002.7500000000023	611.5724999993108	0.00015174695097129321	0.7425000000008766	0.0009120429902848979
2002.9000000000024	532.386899999436	0.00019357054793991691	0.7425000000008822	0.0014518044031859739
2003.0500000000025	457.7582249993458	0.0002236327289249107	0.7163999999996122	0.001957946759201152
2003.2000000000025	380.4320249991491	0.00022167910557879534	0.6279999999987922	0.0021685501456032586
2003.3500000000026	312.76259999936445	0.00019240132386068033	0.5060999999983551	0.0020360659510302243
2003.5000000000027	263.3120999992825	0.00014022959127023976	0.3740999999982023	0.0015108366776066414
2003.6500000000028	212.6081249992363	9.179942012387671e-05	0.2499999999983288	0.0010154047447613998
2003.800000000003	165.25552499936893	5.2107802792210334e-05	0.1463999999986413	0.0005998608292363299
2003.950000000003	124.8749999994412	2.3864763338986293e-05	0.07049999999903775	0.0002932125589859315
2004.100000000003	97.2413999996148	7.553784846352218e-06	0.02359999999948741	0.00010333118450186544
2004.2500000000032	84.77739999992772	1.0381337371495603e-06	0.00822499999998172	1.7142039962371458e-05
2004.4000000000033	87.48300000010059	3.057564674655011e-07	0.017625000000316506	4.0767523411672223e-07
2004.5500000000034	100.59472500020638	4.522379138033328e-07	0.03660000000049877	3.717116660410802e-07
2004.7000000000035	115.32812500018626	8.250223689734714e-07	0.06250000000065939	3.344811681751936e-07
2004.8500000000035	130.52490000026302	1.4055428993769991e-06	0.09352500000076133	2.99074814717748e-07
2005.0000000000036	144.86340000005438	2.1227678227361824e-06	0.12652500000035616	2.6825794655072066e-07
2005.1500000000037	150.51189999990166	2.759421728797118e-06	0.13952499999994644	3.3211709249067467e-07
2005.3000000000038	147.47039999980478	3.1534512307251905e-06	0.13252499999954354	5.040416767604361e-07
2005.450000000004	135.73889999957754	3.1077917498317785e-06	0.10552499999914744	7.886765451332877e-07
