Year	Interactions	Transitivity	CPL	Assortativity
2010.55	4.42860000031	2.82911392237e-07	0.0366000000011	5.20907831439e-08
2010.7	7.56250000028	4.83113716261e-07	0.0625000000014	8.89528400674e-08
2010.85	11.3165250004	7.22931365021e-07	0.0935250000016	1.33109029876e-07
2011.0	15.3095250001	9.78015407206e-07	0.126525000001	1.8007612943e-07
2011.15	16.8825250001	1.07850306018e-06	0.139525	1.98578320163e-07
2011.3	16.035525	1.02439432395e-06	0.132524999999	1.88615602074e-07
2011.45	12.7685249999	8.15689198516e-07	0.105524999998	1.50187975165e-07
2011.6	8.84812499983	5.65243048004e-07	0.0731249999984	1.04074822876e-07
2011.75	5.44499999993	3.47841875685e-07	0.0449999999987	6.40460448467e-08
2011.9	2.83139999993	1.80877775345e-07	0.0233999999991	3.33039433212e-08
2012.05	1.12140000015	7.13075844982e-08	0.00922499999945	1.29753916979e-08
2012.2	0.256900000107	1.56528843873e-08	0.00202499999976	2.98698490733e-09
2012.35	0.0129000000656	-1.80411241502e-17	-4.54747350886e-14	1.43550690918e-09
2012.5	0.0293999999762	-1.80411241502e-17	-4.54747350886e-14	3.27162039473e-09
2012.65	0.0531250000931	-1.80411241502e-17	-4.54747350886e-14	5.91172902784e-09
2012.8	0.0827250000089	-1.80411241502e-17	-4.54747350886e-14	9.20560534051e-09
2012.95	0.115500000026	-1.80411241502e-17	-4.54747350886e-14	1.2852794401e-08
2013.1	0.135499999858	-1.80411241502e-17	-4.54747350886e-14	1.5078386504e-08
2013.25	0.135499999858	-1.80411241502e-17	-4.54747350886e-14	1.50783865047e-08
2013.4	0.11549999984	-1.80411241502e-17	-4.54747350886e-14	1.28527943996e-08
2013.55	0.0827249998227	-1.80411241502e-17	-4.54747350886e-14	9.20560533982e-09
2013.7	0.0531249998137	-1.80411241502e-17	-4.54747350886e-14	5.91172902645e-09
2013.85	0.0293999997899	-1.80411241502e-17	-4.54747350886e-14	3.27162039335e-09
